GeneID,SRR8750637,SRR8750669,SRR8750701
NLGN1,9.663658,7.259509,8.363571
NLGN2,103.765953,62.362511,86.379517
NLGN3,52.710789,44.594723,37.260414
NLGN4X,29.582085,26.892229,21.795183
NLGN4Y,15.563873,0.435409,0.216162
NLK,83.297188,59.785984,46.812485
NLN,9.684529,10.158561,13.065425
NLRC3,1.723326,1.624143,1.595042
NLRC4,0.623405,1.449434,1.888036
NLRC5,1.513978,1.605337,21.239162
NLRP1,0.884664,1.580103,3.509282
NLRP10,0.0,0.0,0.0
NLRP11,0.0,0.087851,0.0
NLRP12,0.350522,0.715241,0.661943
NLRP13,0.0,0.077924,0.0
NLRP14,0.621033,0.410305,0.323819
NLRP2,0.0,0.197132,0.0
NLRP3,1.380741,2.537413,7.441795
NLRP4,0.0,0.0,0.0
NLRP5,0.0,0.0,0.0
NLRP6,0.26038,0.278373,0.553133
NLRP7,0.0,0.259651,0.0
NLRP8,0.0,0.13657,0.0
NLRP9,0.0,0.441766,0.587068
NLRX1,6.337752,6.519686,9.963957
NMB,1.843335,2.621744,1.439179
NMBR,0.827919,1.887021,0.0
NMD3,20.437952,24.612194,26.761303
NME1,306.541931,322.31134,315.7565
NME3,94.792236,121.58802,101.934006
NME4,62.855419,89.33712,86.244446
NME5,10.116161,12.39135,16.557337
NME6,4.31529,8.639088,6.303462
NME7,31.611732,35.532684,13.395253
NME8,0.0,0.939037,0.269185
NME9,1.523288,2.5612,5.760783
NMI,2.743676,7.17885,9.283749
NMNAT1,4.34273,9.195727,5.216792
NMNAT2,130.184189,72.25209,103.545815
NMNAT3,4.988328,8.445059,9.835259
NMRAL1,78.164146,91.443504,83.685272
NMRK1,34.088364,52.741615,48.583679
NMRK2,0.0,1.464466,0.0
NMS,0.0,0.0,0.0
NMT1,139.583069,105.434647,120.373909
NMT2,26.387629,22.249537,20.431372
NMU,6.293811,3.314198,2.338947
NMUR1,0.464882,0.172701,0.769918
NMUR2,0.0,0.682194,0.0
NNAT,249.127625,249.944153,261.680939
NNMT,4.540322,5.677299,7.360912
NNT,58.386646,47.976658,37.220146
NOA1,16.34001,12.744614,16.40806
NOB1,52.83078,39.249477,61.864777
NOBOX,0.0,0.0,0.0
NOC2L,58.987022,51.280922,63.821648
NOC3L,4.441103,5.186448,5.86423
NOC4L,24.751385,19.098803,33.211639
NOCT,11.326442,10.232408,5.141603
NOD1,6.203864,6.889674,8.088986
NOD2,0.521487,0.577518,1.294407
NODAL,0.0,0.1746,1.596429
NOG,12.333958,19.574991,8.785723
NOL10,18.810883,17.014626,11.777795
NOL11,11.365703,18.737391,13.919744
NOL12,27.767569,22.58316,37.110657
NOL3,38.536381,35.12212,30.399197
NOL4,41.589092,34.524342,21.056454
NOL4L,14.550473,13.068355,12.011569
NOL6,35.257919,30.305807,40.450333
NOL7,57.620708,68.222237,82.548218
NOL8,14.230527,18.674494,16.154711
NOL9,7.800331,9.617204,7.826577
NOLC1,74.629784,63.255913,74.299995
NOM1,10.729349,7.429247,8.986471
NONO,127.301575,118.040482,135.793182
NOP10,59.35033,90.248573,69.579414
NOP14,21.248075,20.211227,21.082689
NOP16,43.532112,43.180603,46.385918
NOP2,20.645315,18.977081,23.194002
NOP53,244.94278,221.518997,274.164459
NOP56,97.336372,83.38504,120.884453
NOP58,38.242115,44.545189,57.564766
NOP9,21.462992,14.919338,12.886927
NOPCHAP1,9.414994,11.850408,7.141902
NOS1,2.912419,2.619688,2.270225
NOS1AP,33.448788,19.680395,36.199646
NOS2,3.278121,2.318809,3.083901
NOS3,4.37846,3.785496,3.816344
NOSIP,81.432625,90.301956,88.141838
NOSTRIN,3.516262,4.002165,7.743384
NOTCH1,8.217197,7.473368,14.799716
NOTCH2,17.751753,16.005541,10.371406
NOTCH3,2.298707,2.476479,5.484722
